transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size
34,99,2003,28-02-2017,True,Approved,Trek Bicycles,Road,low,small
35,0,2171,20-08-2017,False,Approved,Norco Bicycles,Road,medium,medium
36,92,3356,07-07-2017,False,Approved,WeareA2B,Standard,medium,small
37,14,1040,09-01-2017,False,Approved,Solex,Standard,high,large
38,2,2916,06-12-2017,False,Approved,Solex,Standard,medium,medium
39,12,427,12-09-2017,False,Approved,WeareA2B,Standard,medium,medium
40,0,2448,28-11-2017,True,Approved,Norco Bicycles,Road,medium,medium
41,44,2570,08-05-2017,True,Approved,WeareA2B,Standard,medium,medium
42,79,3398,14-05-2017,False,Approved,Solex,Touring,medium,large
43,76,488,17-03-2017,False,Cancelled,WeareA2B,Standard,low,medium
44,46,165,22-12-2017,False,Approved,Solex,Standard,low,medium
45,55,2787,07-06-2017,True,Approved,Trek Bicycles,Road,medium,large
46,66,3053,20-06-2017,False,Approved,Solex,Standard,medium,medium
47,35,475,07-05-2017,True,Approved,Trek Bicycles,Standard,low,medium
48,81,1305,10-06-2017,True,Approved,Solex,Standard,medium,medium
49,86,1251,17-06-2017,False,Approved,OHM Cycles,Standard,medium,medium
50,32,3103,10-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium
51,77,3108,24-03-2017,False,Approved,Norco Bicycles,Road,medium,large
52,96,857,27-11-2017,False,Approved,Giant Bicycles,Standard,medium,large
53,6,3455,21-12-2017,True,Approved,OHM Cycles,Standard,high,medium
54,27,2549,09-02-2017,True,Approved,Trek Bicycles,Standard,medium,medium
55,0,3140,18-09-2017,False,Approved,Norco Bicycles,Standard,low,medium
56,47,3406,14-11-2017,False,Approved,Trek Bicycles,Road,low,small
57,94,2294,30-08-2017,True,Approved,Giant Bicycles,Standard,medium,large
58,91,1031,14-11-2017,False,Approved,Solex,Standard,medium,medium
59,93,993,15-02-2017,True,Approved,OHM Cycles,Standard,high,medium
60,60,3473,18-12-2017,False,Approved,Giant Bicycles,Standard,high,small
61,0,1839,24-02-2017,False,Approved,OHM Cycles,Road,high,large
62,33,1824,18-12-2017,True,Approved,Giant Bicycles,Standard,medium,small
63,35,368,17-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium
64,0,2000,08-07-2017,False,Approved,Trek Bicycles,Standard,medium,medium
65,28,825,16-05-2017,True,Approved,Norco Bicycles,Standard,medium,small
66,86,3315,23-02-2017,True,Approved,OHM Cycles,Standard,medium,medium
67,2,75,03-07-2017,True,Approved,Solex,Standard,medium,medium
68,4,1498,30-09-2017,True,Approved,Giant Bicycles,Standard,high,medium
69,38,1612,21-10-2017,True,Approved,Trek Bicycles,Standard,medium,large
70,27,2192,06-05-2017,True,Approved,Trek Bicycles,Standard,medium,medium
71,54,419,03-01-2017,False,Approved,WeareA2B,Standard,medium,medium
72,77,3307,09-05-2017,True,Approved,WeareA2B,Standard,medium,medium
73,22,2430,23-07-2017,False,Approved,WeareA2B,Standard,medium,medium
74,56,1506,21-01-2017,True,Approved,OHM Cycles,Standard,medium,medium
75,58,1346,20-06-2017,False,Approved,OHM Cycles,Standard,medium,medium
76,22,927,10-03-2017,False,Approved,WeareA2B,Standard,medium,medium
77,50,763,02-06-2017,False,Approved,WeareA2B,Standard,medium,small
78,80,2397,07-11-2017,False,Approved,OHM Cycles,Touring,low,medium
79,87,102,12-09-2017,True,Approved,Giant Bicycles,Standard,high,medium
80,15,2884,16-12-2017,False,Approved,Norco Bicycles,Standard,low,medium
81,84,759,07-10-2017,True,Approved,Giant Bicycles,Road,medium,medium
82,21,773,27-04-2017,True,Approved,Solex,Standard,medium,large
83,0,3398,01-04-2017,True,Approved,OHM Cycles,Standard,medium,medium
84,33,3297,02-11-2017,True,Approved,Giant Bicycles,Standard,medium,small
85,84,2434,13-02-2017,True,Approved,Trek Bicycles,Road,medium,medium
86,1,1861,19-07-2017,False,Approved,Giant Bicycles,Standard,medium,medium
87,27,1233,23-05-2017,False,Approved,Trek Bicycles,Standard,medium,medium
88,31,1390,06-08-2017,False,Approved,WeareA2B,Standard,medium,medium
89,0,2682,04-04-2017,True,Approved,OHM Cycles,Road,high,large
90,62,439,15-08-2017,True,Approved,Solex,Standard,medium,medium
91,17,1579,15-04-2017,True,Approved,Solex,Standard,high,medium
92,73,2984,25-07-2017,True,Approved,Solex,Standard,medium,medium
93,33,3470,28-11-2017,True,Approved,Giant Bicycles,Standard,medium,small
94,86,1,23-12-2017,False,Approved,OHM Cycles,Standard,medium,medium
95,45,757,26-02-2017,False,Approved,Solex,Standard,medium,medium
96,1,1778,21-02-2017,False,Approved,Giant Bicycles,Standard,medium,medium
97,80,211,31-05-2017,True,Approved,OHM Cycles,Touring,low,medium
98,49,333,23-06-2017,,Approved,Trek Bicycles,Road,medium,medium
99,95,32,26-03-2017,False,Approved,Giant Bicycles,Standard,medium,large
100,0,119,31-07-2017,False,Approved,Solex,Standard,medium,medium
101,18,2347,27-07-2017,False,Approved,Norco Bicycles,Standard,high,medium
102,4,2353,14-04-2017,False,Approved,Giant Bicycles,Standard,high,medium
103,33,788,12-11-2017,False,Approved,Giant Bicycles,Standard,medium,small
104,78,1468,12-09-2017,False,Approved,Giant Bicycles,Standard,medium,large
105,89,821,26-10-2017,False,Approved,WeareA2B,Touring,medium,large
106,70,2489,15-02-2017,False,Approved,Trek Bicycles,Standard,high,medium
107,79,2710,22-12-2017,False,Approved,Norco Bicycles,Standard,medium,medium
108,26,947,11-10-2017,True,Approved,WeareA2B,Standard,medium,medium
109,39,1335,27-03-2017,True,Approved,Giant Bicycles,Standard,medium,large
110,36,1076,04-11-2017,False,Approved,Solex,Standard,low,medium
111,0,3320,11-06-2017,True,Approved,OHM Cycles,Standard,low,medium
112,84,779,09-10-2017,False,Approved,Giant Bicycles,Road,medium,medium
113,98,3296,07-06-2017,True,Approved,Trek Bicycles,Standard,high,medium
114,75,455,24-10-2017,True,Approved,Giant Bicycles,Touring,medium,large
115,76,1779,01-05-2017,False,Approved,WeareA2B,Standard,low,medium
116,72,2703,21-11-2017,True,Approved,Norco Bicycles,Standard,medium,medium
117,42,806,24-03-2017,False,Approved,OHM Cycles,Road,medium,small
118,20,22,21-03-2017,False,Approved,Trek Bicycles,Standard,medium,small
119,64,1591,20-02-2017,False,Approved,Trek Bicycles,Standard,medium,large
120,0,678,16-06-2017,False,Approved,Trek Bicycles,Standard,high,medium
121,25,50,04-12-2017,False,Approved,Giant Bicycles,Road,medium,medium
122,24,1038,01-12-2017,True,Approved,Solex,Road,medium,large
123,31,1453,05-03-2017,True,Approved,WeareA2B,Standard,medium,medium
124,98,1339,21-03-2017,False,Approved,OHM Cycles,Standard,medium,medium
125,22,3382,03-01-2017,True,Approved,Solex,Standard,medium,medium
126,53,773,01-04-2017,False,Approved,OHM Cycles,Standard,medium,medium
127,84,2503,16-03-2017,True,Approved,Trek Bicycles,Road,medium,medium
128,25,1057,26-02-2017,False,Approved,Giant Bicycles,Road,medium,medium
129,50,1397,05-06-2017,False,Approved,WeareA2B,Standard,medium,small
130,44,2134,04-09-2017,False,Approved,WeareA2B,Standard,medium,medium
131,96,2403,18-01-2017,True,Approved,WeareA2B,Road,low,small
132,12,1937,28-09-2017,False,Approved,WeareA2B,Standard,medium,medium
133,93,1282,02-09-2017,True,Approved,WeareA2B,Standard,medium,medium
134,78,2183,09-05-2017,False,Approved,Giant Bicycles,Standard,medium,large
135,84,1788,17-10-2017,False,Approved,Giant Bicycles,Road,medium,medium
136,65,1170,25-04-2017,True,Approved,WeareA2B,Standard,medium,medium
137,0,431,23-09-2017,False,Approved,,,,
138,29,1940,02-08-2017,False,Approved,WeareA2B,Standard,medium,medium
139,32,2073,25-03-2017,False,Cancelled,Giant Bicycles,Standard,high,medium
140,11,462,01-01-2017,False,Approved,Giant Bicycles,Standard,high,medium
141,10,2728,22-12-2017,False,Approved,Solex,Standard,medium,medium
142,46,2053,25-12-2017,False,Approved,Solex,Standard,low,medium
143,60,2135,26-01-2017,True,Approved,Giant Bicycles,Standard,high,small
144,92,1217,20-12-2017,False,Approved,WeareA2B,Touring,medium,large
145,7,2992,07-06-2017,True,Approved,Trek Bicycles,Road,low,medium
146,41,3261,06-04-2017,True,Approved,Solex,Road,medium,medium
147,67,2748,25-04-2017,True,Approved,Norco Bicycles,Road,medium,medium
148,14,3262,13-01-2017,False,Approved,Trek Bicycles,Standard,medium,small
149,89,788,21-03-2017,False,Approved,WeareA2B,Touring,medium,large
150,9,3067,21-11-2017,True,Approved,OHM Cycles,Road,medium,medium
151,31,701,11-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium
152,92,648,16-10-2017,False,Approved,WeareA2B,Standard,medium,small
153,37,3286,19-08-2017,True,Approved,OHM Cycles,Standard,low,medium
154,3,3383,06-04-2017,True,Approved,Trek Bicycles,Standard,medium,large
155,56,982,04-11-2017,True,Approved,Norco Bicycles,Mountain,low,small
156,14,676,22-08-2017,True,Approved,Solex,Standard,high,large
157,6,385,15-09-2017,True,Approved,Solex,Standard,high,medium
158,50,1229,01-03-2017,True,Approved,WeareA2B,Standard,medium,small
159,10,3232,16-08-2017,False,Approved,WeareA2B,Touring,medium,medium
160,0,3300,27-08-2017,False,Approved,,,,
161,69,2381,10-07-2017,False,Approved,Giant Bicycles,Road,medium,medium
162,78,371,11-12-2017,False,Approved,Giant Bicycles,Standard,medium,large
163,80,2519,20-05-2017,True,Approved,OHM Cycles,Touring,low,medium
164,17,2264,30-07-2017,False,Approved,Solex,Standard,high,medium
165,3,2637,25-10-2017,True,Approved,Trek Bicycles,Standard,medium,large
166,78,3262,27-11-2017,False,Approved,Giant Bicycles,Standard,medium,large
167,90,3177,26-04-2017,,Approved,Norco Bicycles,Standard,low,medium
168,87,2267,02-02-2017,False,Approved,Giant Bicycles,Standard,high,medium
169,97,456,02-05-2017,False,Approved,Solex,Standard,medium,large
170,6,404,16-10-2017,,Approved,OHM Cycles,Standard,high,medium
171,100,3121,22-10-2017,False,Approved,Norco Bicycles,Road,medium,medium
172,55,2365,11-04-2017,True,Approved,Trek Bicycles,Road,medium,large
173,100,2528,16-11-2017,False,Approved,Norco Bicycles,Road,medium,medium
174,10,3151,17-12-2017,False,Approved,WeareA2B,Touring,medium,medium
175,25,3241,23-12-2017,False,Approved,Giant Bicycles,Road,medium,medium
176,74,1335,30-03-2017,True,Approved,WeareA2B,Standard,medium,medium
177,90,2234,13-04-2017,False,Approved,Norco Bicycles,Standard,low,medium
178,56,3226,25-07-2017,True,Approved,OHM Cycles,Standard,medium,medium
179,62,1365,31-01-2017,False,Approved,Solex,Standard,medium,medium
180,20,3349,18-03-2017,True,Approved,Trek Bicycles,Standard,medium,small
181,17,1002,24-02-2017,False,Approved,Solex,Standard,high,medium
182,16,2282,18-02-2017,False,Approved,Norco Bicycles,Standard,high,small
183,46,2656,07-01-2017,False,Approved,Solex,Standard,low,medium
184,71,2409,05-07-2017,True,Approved,Solex,Standard,high,large
185,91,1711,19-11-2017,False,Approved,WeareA2B,Standard,low,medium
186,17,2582,08-11-2017,True,Approved,Solex,Standard,high,medium
187,1,1005,24-07-2017,True,Approved,Giant Bicycles,Touring,medium,large
188,3,1597,15-01-2017,True,Approved,Trek Bicycles,Standard,medium,large
189,56,2713,12-01-2017,True,Approved,OHM Cycles,Standard,medium,medium
190,37,1435,27-11-2017,True,Approved,OHM Cycles,Standard,low,medium
191,34,1477,30-06-2017,True,Approved,Norco Bicycles,Road,high,large
192,0,1614,15-07-2017,True,Approved,Giant Bicycles,Standard,medium,medium
193,12,1254,22-06-2017,True,Approved,WeareA2B,Standard,medium,medium
194,25,1423,02-05-2017,False,Approved,Giant Bicycles,Road,medium,medium
195,81,276,27-12-2017,False,Approved,Norco Bicycles,Standard,medium,small
196,19,1315,21-12-2017,True,Approved,OHM Cycles,Road,high,large
197,45,591,23-05-2017,True,Approved,Solex,Standard,medium,medium
198,74,1017,02-02-2017,False,Approved,WeareA2B,Standard,medium,medium
199,33,2123,08-06-2017,False,Approved,Giant Bicycles,Standard,medium,small
200,57,2889,15-04-2017,True,Approved,WeareA2B,Touring,medium,large
201,0,3208,05-09-2017,True,Approved,Trek Bicycles,Road,medium,medium
202,23,2406,26-02-2017,True,Approved,Norco Bicycles,Mountain,low,small
203,67,2041,29-07-2017,False,Approved,Norco Bicycles,Road,medium,medium
204,81,1598,03-07-2017,True,Approved,Norco Bicycles,Standard,medium,small
205,58,1842,27-05-2017,True,Approved,OHM Cycles,Standard,medium,medium
206,5,141,05-05-2017,False,Approved,Giant Bicycles,Standard,high,medium
207,94,1321,09-09-2017,False,Approved,Giant Bicycles,Standard,medium,large
208,51,183,21-05-2017,False,Approved,OHM Cycles,Standard,high,medium
209,59,2591,22-09-2017,False,Approved,WeareA2B,Standard,medium,small
210,63,3356,12-04-2017,True,Approved,Solex,Standard,medium,medium
211,40,766,07-05-2017,True,Approved,OHM Cycles,Standard,high,medium
212,80,1596,13-01-2017,False,Approved,Trek Bicycles,Standard,medium,large
213,82,520,14-12-2017,False,Approved,Norco Bicycles,Standard,high,medium
214,46,868,22-03-2017,True,Approved,Solex,Standard,low,medium
215,78,2999,30-09-2017,False,Approved,Giant Bicycles,Standard,medium,large
216,72,352,29-11-2017,True,Approved,Norco Bicycles,Standard,medium,medium
217,75,1140,09-06-2017,False,Approved,Giant Bicycles,Touring,medium,large
218,40,621,21-04-2017,False,Approved,Trek Bicycles,Road,medium,large
219,2,3307,13-11-2017,False,Approved,Giant Bicycles,Road,low,small
220,10,1502,09-04-2017,True,Approved,WeareA2B,Touring,medium,medium
221,35,936,08-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium
222,8,939,08-07-2017,True,Approved,Solex,Road,medium,small
223,2,2698,30-11-2017,False,Approved,Giant Bicycles,Road,low,small
224,69,579,25-04-2017,True,Approved,Giant Bicycles,Road,medium,medium
225,54,2036,30-03-2017,True,Approved,WeareA2B,Standard,medium,medium
226,8,3077,10-03-2017,False,Approved,Solex,Road,medium,small
227,86,369,16-03-2017,True,Approved,OHM Cycles,Standard,medium,medium
228,13,821,04-04-2017,True,Approved,Solex,Standard,medium,medium
229,19,2687,13-03-2017,True,Approved,Trek Bicycles,Mountain,low,medium
230,86,681,23-12-2017,True,Approved,OHM Cycles,Standard,medium,medium
231,46,37,12-08-2017,True,Approved,OHM Cycles,Standard,low,medium
232,30,3002,04-08-2017,False,Approved,Solex,Standard,high,medium
233,92,396,01-09-2017,False,Approved,WeareA2B,Touring,medium,large
234,71,550,01-09-2017,True,Approved,Solex,Standard,high,large
235,77,1605,02-07-2017,False,Approved,Norco Bicycles,Road,medium,large
236,7,2325,31-08-2017,True,Approved,Giant Bicycles,Standard,medium,small
237,23,1420,11-03-2017,True,Approved,Norco Bicycles,Mountain,low,small
238,12,3099,08-10-2017,False,Approved,WeareA2B,Standard,medium,medium
239,61,1645,01-10-2017,True,Approved,OHM Cycles,Standard,low,medium
240,21,546,23-11-2017,False,Approved,Solex,Standard,medium,large
241,86,2885,27-03-2017,True,Approved,OHM Cycles,Standard,medium,medium
242,57,2740,04-12-2017,False,Approved,WeareA2B,Touring,medium,large
243,63,3166,13-11-2017,True,Approved,Solex,Standard,medium,medium
244,63,3487,20-12-2017,True,Approved,WeareA2B,Standard,medium,medium
245,33,2890,22-09-2017,True,Approved,Giant Bicycles,Standard,medium,small
246,98,3370,22-01-2017,False,Approved,OHM Cycles,Standard,medium,medium
247,15,3393,29-01-2017,True,Approved,Norco Bicycles,Standard,low,medium
248,57,2410,21-07-2017,False,Approved,WeareA2B,Touring,medium,large
249,61,3466,10-02-2017,True,Approved,OHM Cycles,Standard,low,medium
250,48,1454,25-11-2017,False,Cancelled,WeareA2B,Standard,medium,medium
251,63,1967,11-04-2017,,Approved,Solex,Standard,medium,medium
252,78,3089,03-12-2017,False,Approved,Giant Bicycles,Standard,medium,large
253,2,3123,30-12-2017,False,Approved,Giant Bicycles,Road,low,small
254,67,2692,26-07-2017,False,Approved,Solex,Standard,medium,large
255,67,2801,01-04-2017,True,Cancelled,Norco Bicycles,Road,medium,medium
256,13,1580,22-10-2017,True,Approved,Solex,Standard,medium,medium
257,65,352,22-03-2017,False,Approved,WeareA2B,Standard,medium,medium
258,49,1777,15-06-2017,True,Approved,Trek Bicycles,Road,medium,medium
259,87,142,06-07-2017,True,Approved,Giant Bicycles,Standard,high,medium
260,31,3393,28-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium
261,17,599,09-05-2017,False,Approved,Solex,Standard,high,medium
262,91,1258,18-01-2017,False,Approved,Solex,Standard,medium,medium
263,53,3405,22-10-2017,True,Approved,OHM Cycles,Standard,medium,medium
264,38,3198,30-01-2017,False,Approved,Solex,Standard,medium,medium
265,20,834,26-06-2017,False,Approved,Trek Bicycles,Standard,medium,small
266,44,3467,07-11-2017,True,Approved,WeareA2B,Standard,medium,medium
267,69,3436,13-08-2017,True,Approved,Giant Bicycles,Road,medium,medium
268,68,1516,27-08-2017,False,Approved,OHM Cycles,Standard,medium,medium
269,11,2833,25-01-2017,True,Approved,Giant Bicycles,Standard,high,medium
270,2,2362,13-02-2017,False,Approved,Solex,Standard,medium,medium
271,27,2337,11-07-2017,False,Approved,Trek Bicycles,Standard,medium,medium
272,0,2149,30-04-2017,True,Approved,Trek Bicycles,Standard,high,medium
273,81,2133,19-05-2017,False,Approved,Solex,Standard,medium,medium
274,6,360,26-05-2017,True,Approved,OHM Cycles,Standard,high,medium
275,76,2969,03-02-2017,True,Approved,WeareA2B,Standard,low,medium
276,18,1720,28-04-2017,False,Approved,Solex,Standard,medium,medium
277,18,2904,23-03-2017,False,Approved,Norco Bicycles,Standard,high,medium
278,9,754,03-06-2017,False,Approved,OHM Cycles,Road,medium,medium
279,35,1826,25-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium
280,93,2487,08-04-2017,False,Approved,WeareA2B,Standard,medium,medium
281,40,2815,18-02-2017,False,Approved,OHM Cycles,Standard,high,medium
282,1,541,04-05-2017,False,Approved,Giant Bicycles,Standard,medium,medium
283,16,302,29-03-2017,False,Approved,Norco Bicycles,Standard,high,small
284,44,2024,03-10-2017,True,Approved,WeareA2B,Standard,medium,medium
285,48,142,27-07-2017,True,Approved,WeareA2B,Standard,medium,medium
286,56,768,07-08-2017,True,Approved,OHM Cycles,Standard,medium,medium
287,36,2147,07-02-2017,True,Approved,Solex,Standard,low,medium
288,36,529,20-11-2017,True,Approved,Solex,Standard,low,medium
289,13,825,23-02-2017,False,Approved,Solex,Standard,medium,medium
290,55,624,05-04-2017,True,Approved,Trek Bicycles,Road,medium,large
291,38,2302,07-11-2017,False,Approved,Solex,Standard,medium,medium
292,64,3380,28-10-2017,False,Approved,Giant Bicycles,Standard,high,small
293,0,314,19-11-2017,False,Approved,OHM Cycles,Standard,high,medium
294,79,1079,25-08-2017,True,Approved,Norco Bicycles,Standard,medium,medium
295,11,1643,20-01-2017,True,Approved,Giant Bicycles,Standard,high,medium
296,91,1524,14-03-2017,True,Approved,Solex,Standard,medium,medium
297,18,3205,14-04-2017,True,Approved,Solex,Standard,medium,medium
298,17,2860,20-11-2017,True,Approved,Solex,Standard,high,medium
299,13,772,24-05-2017,False,Approved,Solex,Standard,medium,medium
300,4,323,25-03-2017,True,Approved,Giant Bicycles,Standard,high,medium
301,78,2530,24-03-2017,,Approved,Giant Bicycles,Standard,medium,large
302,42,2426,17-03-2017,True,Approved,OHM Cycles,Road,medium,small
303,48,1883,18-11-2017,False,Approved,WeareA2B,Standard,medium,medium
304,12,2745,07-04-2017,False,Approved,WeareA2B,Standard,medium,medium
305,77,2819,04-01-2017,False,Approved,Norco Bicycles,Road,medium,large
306,25,792,13-12-2017,False,Approved,OHM Cycles,Standard,high,medium
307,35,923,20-04-2017,False,Approved,Giant Bicycles,Standard,medium,medium
308,7,3353,21-07-2017,False,Approved,Trek Bicycles,Road,low,medium
309,68,3394,27-11-2017,False,Approved,OHM Cycles,Standard,medium,medium
310,75,3213,21-10-2017,False,Approved,Giant Bicycles,Touring,medium,large
311,77,3260,07-03-2017,False,Approved,WeareA2B,Standard,medium,medium
312,1,1015,04-12-2017,False,Approved,Giant Bicycles,Standard,medium,medium
313,81,2266,25-01-2017,False,Approved,Solex,Standard,medium,medium
314,6,58,20-08-2017,True,Approved,OHM Cycles,Standard,high,medium
315,40,3118,18-12-2017,True,Approved,Trek Bicycles,Road,medium,large
316,62,1414,01-08-2017,False,Approved,Solex,Standard,medium,medium
317,90,2202,19-06-2017,True,Approved,Norco Bicycles,Standard,low,medium
318,32,2144,31-05-2017,True,Approved,Giant Bicycles,Standard,medium,medium
319,65,1033,09-10-2017,True,Approved,WeareA2B,Standard,medium,medium
320,15,2157,20-06-2017,True,Approved,Norco Bicycles,Standard,low,medium
321,36,1097,23-01-2017,False,Approved,Solex,Standard,low,medium
322,12,2757,19-04-2017,False,Approved,WeareA2B,Standard,medium,medium
323,67,87,08-11-2017,True,Approved,Norco Bicycles,Road,medium,medium
324,87,2049,11-10-2017,False,Approved,OHM Cycles,Standard,medium,medium
325,62,952,14-11-2017,True,Approved,Solex,Standard,medium,medium
326,55,1745,20-01-2017,False,Approved,Trek Bicycles,Road,medium,large
327,1,40,09-05-2017,True,Approved,Giant Bicycles,Standard,medium,medium
328,98,372,17-10-2017,True,Approved,Trek Bicycles,Standard,high,medium
329,79,1627,11-08-2017,True,Approved,Norco Bicycles,Standard,medium,medium
330,1,444,15-11-2017,False,Approved,Giant Bicycles,Standard,medium,medium
331,61,217,23-05-2017,False,Approved,Norco Bicycles,Standard,medium,small
332,71,1656,02-08-2017,True,Approved,Solex,Standard,high,large
333,58,485,16-12-2017,True,Approved,OHM Cycles,Road,medium,medium
334,86,2252,21-02-2017,False,Approved,Norco Bicycles,Road,high,large
335,95,3103,01-11-2017,False,Approved,Giant Bicycles,Standard,medium,large
336,55,506,05-10-2017,True,Approved,Trek Bicycles,Road,medium,large
337,82,1615,30-10-2017,,Approved,Norco Bicycles,Standard,high,medium
338,32,1881,02-01-2017,True,Approved,Giant Bicycles,Standard,medium,medium
339,65,2903,04-12-2017,True,Approved,WeareA2B,Standard,medium,medium
340,49,1274,16-12-2017,False,Approved,Trek Bicycles,Road,medium,medium
341,1,1443,27-08-2017,False,Approved,Giant Bicycles,Standard,medium,medium
342,24,2091,14-03-2017,False,Approved,Solex,Road,medium,large
343,61,1478,11-03-2017,,Approved,Norco Bicycles,Standard,medium,small
344,7,1493,09-07-2017,False,Approved,Giant Bicycles,Standard,medium,small
345,84,1614,21-03-2017,False,Approved,Giant Bicycles,Road,medium,medium
346,48,476,19-07-2017,False,Approved,WeareA2B,Standard,medium,medium
347,16,1777,12-04-2017,True,Approved,Norco Bicycles,Standard,high,small
348,40,940,11-08-2017,False,Approved,OHM Cycles,Standard,high,medium
349,100,2930,20-10-2017,True,Approved,Norco Bicycles,Road,medium,medium
350,27,2354,26-10-2017,True,Approved,Trek Bicycles,Standard,medium,medium
351,59,1582,15-06-2017,False,Approved,Solex,Standard,medium,large
352,34,416,19-06-2017,False,Approved,Norco Bicycles,Road,high,large
353,18,1013,20-04-2017,True,Approved,Norco Bicycles,Standard,high,medium
354,83,533,14-11-2017,False,Approved,Solex,Touring,medium,large
355,82,968,22-03-2017,True,Approved,Giant Bicycles,Road,medium,medium
356,88,727,09-07-2017,True,Approved,Norco Bicycles,Standard,medium,medium
357,77,1160,13-04-2017,False,Approved,Norco Bicycles,Road,medium,large
358,6,3425,06-12-2017,True,Approved,OHM Cycles,Standard,high,medium
359,10,1614,10-11-2017,True,Approved,Solex,Standard,medium,medium
360,69,2140,26-04-2017,True,Approved,Norco Bicycles,Road,medium,large
361,15,2589,31-01-2017,False,Approved,WeareA2B,Standard,medium,medium
362,7,2920,22-09-2017,True,Approved,Trek Bicycles,Road,low,medium
363,73,62,14-08-2017,True,Approved,Solex,Standard,medium,medium
364,32,1112,13-09-2017,False,Approved,Giant Bicycles,Standard,medium,medium
365,39,1995,03-05-2017,True,Approved,Giant Bicycles,Standard,medium,large
366,28,1965,22-08-2017,False,Approved,Norco Bicycles,Standard,medium,small
367,0,1614,10-03-2017,False,Approved,,,,
368,25,366,24-01-2017,True,Approved,OHM Cycles,Standard,high,medium
369,32,2682,29-07-2017,False,Approved,Giant Bicycles,Standard,high,medium
370,78,2993,03-08-2017,True,Approved,Giant Bicycles,Standard,medium,large
371,44,1887,28-08-2017,False,Approved,WeareA2B,Standard,medium,medium
372,56,1692,16-08-2017,True,Approved,OHM Cycles,Standard,medium,medium
373,1,1927,24-06-2017,False,Approved,Giant Bicycles,Standard,medium,medium
374,15,2567,07-03-2017,False,Approved,Norco Bicycles,Standard,low,medium
375,17,3276,05-07-2017,True,Approved,WeareA2B,Touring,medium,large
376,0,1808,09-02-2017,False,Approved,Solex,Standard,medium,medium
377,7,2368,17-10-2017,False,Approved,Trek Bicycles,Road,low,medium
378,53,470,27-10-2017,False,Approved,OHM Cycles,Standard,medium,medium
379,20,3270,03-03-2017,False,Approved,Trek Bicycles,Standard,medium,small
380,3,1683,20-08-2017,True,Approved,Trek Bicycles,Standard,medium,large
381,14,880,18-09-2017,True,Approved,Solex,Standard,high,large
382,83,309,02-12-2017,True,Approved,Solex,Touring,medium,large
